30000 30000
13557 24410 29115
21033 9237 20421
22681 20732 10655
2683 26751 6433
25016 1401 4138
10127 14560 18142
20803 13236 21539
442 4629 17084
16399 27845 21523
13686 6374 23343
14974 984 10746
22643 13861 2162
13043 26768 11108
27275 20974 2893
4178 20855 4775
29951 17512 23270
3338 25399 23433
1236 21145 25184
15776 12608 14757
11231 6685 8978
12743 2524 6597
13491 15147 28179
22974 22833 19940
8979 23894 17951
8367 1916 458
11389 29627 22938
2135 8188 28916
4841 21935 6957
10992 24646 24225
13058 10082 1690
20275 477 29791
4369 1570 21246
12935 18282 23811
13270 25353 12237
11038 17973 1245
1109 16459 16320
13482 14797 29616
4144 28199 24774
15222 3263 4580
24423 23252 28019
21481 11944 3917
22197 8679 26185
9811 483 28914
19668 360 14210
3116 13234 13811
28420 6939 28063
26977 19341 13061
10064 10346 13087
9196 20664 13538
16693 29822 11974
14451 26388 18031
23427 1348 20112
27605 15379 19244
22894 12111 22549
377 10667 23663
21055 28297 23231
13766 25352 3251
23455 6432 11618
26288 498 26594
15802 17229 5688
4989 27692 8350
5234 28246 4349
11518 29956 18525
28266 1497 25554
22422 19673 18511
2658 2023 18119
3364 21012 26396
5859 863 11193
7595 8481 18895
2962 18076 11138
1348 15522 27813
25351 8321 8773
10015 8178 27650
3890 7103 18334
29903 543 8200
10390 25715 23923
26158 25566 17311
17940 28230 26295
18077 26873 22501
23862 20019 20556
8699 19327 12353
4260 8589 5652
29377 15780 19915
8675 21280 12571
12250 6765 24822
24005 10435 15394
25572 25486 16043
27170 12502 15851
29405 15956 22787
14379 15615 20619
21407 8758 2075
9806 5570 6102
11655 21851 8174
11657 24754 14737
8319 5079 10056
18734 18740 2177
949 29745 13511
18798 7226 29883
4933 5004 5339
18718 9340 8377
27744 8434 13180
27849 17544 898
21687 26550 4965
16256 9818 17497
14978 2808 1138
20758 21902 12669
4333 34 14369
13198 29390 21039
5350 18250 29509
1799 11735 12656
27950 18016 2594
27035 27450 29093
6924 25697 8433
6450 1199 4308
27021 13735 2685
20740 13222 27979
5484 29594 28082
21132 6580 24412
28494 28501 2058
8952 9035 8004
26501 26050 10505
1262 7036 6935
24867 15811 1363
13025 28195 4199
12491 6766 23699
17002 1435 16019
15233 21791 17571
2506 23709 25430
13901 7362 19398
17787 21946 20460
14610 25850 13181
11129 16801 4179
25581 8829 1308
20789 23429 21447
14824 19531 12606
27234 10477 12098
11630 19024 14988
19367 17770 21401
3575 15335 18733
10958 17423 16884
21762 14863 19631
26455 7791 18367
3182 3961 635
20382 10886 1879
23265 2702 7218
8593 16304 8178
3224 28272 4280
16595 29103 24965
273 17466 16697
9773 25695 19563
22249 17185 20873
9938 17571 12175
10061 10765 2444
5706 1457 27280
23382 17283 19428
20651 6749 6691
6222 13017 4230
9218 26997 28808
4041 5838 11879
7564 1093 129
1711 15985 16872
12761 4217 14012
14429 9396 29090
8677 17958 16783
3092 2855 21435
11299 26698 21852
29378 14022 15676
13246 16227 19998
1175 16013 27203
7276 27158 12143
7303 14905 3611
1582 13006 12736
20997 12000 4475
17070 2533 17731
10601 1200 16862
2936 5750 27925
19535 14820 7359
7773 15235 18949
7031 9605 8138
12848 29149 15110
21377 14348 13804
15442 4956 24222
26864 11322 15875
15727 13247 10164
18761 7637 21954
12983 14920 16012
1592 262 16422
28926 4574 29380
1493 20854 22008
17197 682 20774
10356 137 26935
25462 4410 22028
26977 12951 26472
16663 19549 17980
2343 14210 14053
17091 24053 20421
3948 1858 14900
13466 17334 15080
12936 12974 16206
3233 20636 26026
5278 9672 18450
26552 29517 20155
15150 19215 921
12989 27339 11239
12123 15458 21739
24470 359 15174
22464 7033 16791
29312 12349 4387
7029 13668 17167
19968 7148 21954
26372 15848 10194
17242 7313 12599
19100 22232 20541
11536 24424 10232
20204 24859 184
6960 23448 11806
12739 15133 11716
25980 983 16068
7164 10970 26610
11091 20821 6157
24076 11972 4183
7093 28775 21515
13842 4595 28538
29702 27276 6068
8475 16568 28948
23816 1090 12570
28672 18192 14385
9411 1854 24777
23773 25800 13776
12466 22142 7578
20536 14661 18957
29767 19827 29185
18014 19629 23975
22027 14557 17458
15362 9975 1815
29269 20827 2693
13086 10739 13515
12459 13827 2038
8369 8560 18756
20297 8920 22181
3213 21953 22982
14544 26469 16376
6586 16478 1786
5588 16028 24855
20472 6573 20292
24759 14517 841
29656 27926 6147
28952 9039 22775
11719 14156 27949
29417 15725 17772
3206 29281 9088
22305 20197 13332
22690 25918 18174
9537 8469 21758
27463 5687 14235
1749 15116 916
1949 20961 14826
18031 15335 28406
1972 28727 4827
26049 11929 15862
10424 5169 742
28822 29383 6039
1565 502 14031
10993 19747 27584
454 14020 7842
18482 2408 10551
13492 21393 22325
1812 12482 25887
6826 22968 9742
14728 23543 23304
13303 29774 26540
25297 14812 27443
15931 25218 13087
17079 11899 26333
3296 1345 21327
12512 4181 18383
830 4495 22625
12995 27506 26602
9274 2594 17270
11465 28399 11606
3495 26118 1894
25152 13164 19286
17444 3690 28826
12801 22216 20273
21070 20933 13004
25050 13358 19318
1677 20484 29177
17793 11418 5979
11549 7411 4648
29882 18635 21189
2293 21044 24306
1219 26322 23105
11561 21230 22897
23172 28825 8216
18272 25101 4769
11054 26746 5265
931 27153 26135
3716 25745 24149
10756 27736 16118
28759 13708 8458
15458 7477 3481
9177 27518 19592
15876 13591 20937
3321 14288 1380
12694 3593 7246
9885 7220 19837
25025 20861 28986
6575 12038 18338
12285 12573 28168
17332 1297 18445
21513 17669 8858
15342 9477 25536
9057 17255 12109
21368 25936 19681
11863 9608 16945
17559 25532 7263
8148 7395 15649
11281 10653 6489
18244 17745 5327
17122 18629 2605
18411 9278 25179
12066 20308 22723
10330 21739 6586
23534 16248 11124
7321 16179 895
21123 7218 7247
6067 1776 10799
21288 13164 27421
14912 19314 786
20717 16877 6076
7127 6639 11272
20749 4659 27669
15777 18687 17622
16971 21774 2749
3790 27824 10620
23966 11343 18308
3022 25923 20187
24356 9460 12171
8777 17118 4575
977 19113 8622
21941 25228 24945
22186 3836 7222
4023 5099 3053
10514 4543 17733
12918 5242 9718
855 26981 22960
22004 20570 14509
11692 15215 17154
8001 27153 15202
28576 27334 1568
3962 12895 14265
3040 25142 17600
29699 13107 4844
8794 7136 20402
29475 28399 22976
8120 18971 9187
28341 17066 24704
27992 9756 28077
17358 28139 20642
10927 14036 19231
24474 4806 19636
15273 20404 13838
16737 20739 7677
19796 13102 9878
19862 11894 11257
16182 10403 25612
18782 19196 5258
17619 8611 19891
3530 14822 27247
1987 28731 14574
27292 2435 14539
27056 27681 17987
3946 2262 28773
28143 26014 14565
15607 19034 8017
21836 25282 20126
1682 4489 4683
5282 27647 21577
17569 9022 9171
27838 16787 3401
24767 17916 5945
6085 27973 12300
11223 9200 28021
7622 25370 29194
9615 23378 15751
10092 27743 8629
11885 919 9120
16750 9331 10024
17993 4293 23235
6157 10434 12096
17761 566 9035
9499 6200 3716
23142 8265 24305
22504 28735 26520
25239 15326 9434
8819 24197 7609
5404 25102 23069
2861 12474 2764
7710 5750 24473
1002 29747 8470
1982 27254 13779
25678 8046 11125
26186 27856 6822
12677 5251 10766
17330 15709 21112
24722 24258 1155
998 28397 14017
3031 6439 6029
10998 13027 3848
12962 16369 18278
23090 4089 27602
23388 22827 6256
6965 19746 19403
25848 10515 26446
403 8505 14488
557 1661 10691
27469 23976 16310
7257 18261 13986
28536 12429 29970
3975 26083 20269
13304 10174 15995
1925 28169 19722
28384 12318 15458
16781 16787 15245
5220 1469 1705
8896 29435 3485
13350 17221 1499
6515 29586 25013
25726 12048 21872
22721 3056 9693
4717 10649 3464
11230 28116 5960
20000 5953 3909
25163 22124 12246
19190 17601 15095
7778 5507 13750
12374 25335 20138
11896 27959 29490
3874 12577 23454
28101 20246 21033
6231 3904 6147
6539 20701 7777
8107 25696 18196
27551 9212 6796
10407 6222 20630
1979 6768 26038
2228 19264 14536
25895 17136 17036
6077 3376 19080
16541 25685 3814
18279 26417 20158
21210 23920 23087
27576 232 15169
17271 20243 10520
19771 28515 20046
25019 19331 2712
1320 340 21995
2912 24643 8400
479 4140 26256
19448 24398 7525
17376 6768 3126
23265 8511 13265
12091 12041 2236
25728 17070 27871
22398 28182 14235
15424 28710 10856
19933 14405 8141
21432 3821 6983
14528 2925 8986
17610 11639 27968
15579 8435 4595
21515 12441 18099
26198 11463 11268
13660 24063 11435
4794 355 28364
13363 2231 14788
17492 26008 3860
25314 7433 10631
26658 17248 1067
13726 524 9502
8456 13014 5535
2517 14504 16966
3055 7252 24903
5617 29545 29558
12473 9268 3224
14572 21590 14356
20158 19835 24321
5616 1271 24365
26835 16133 27450
2486 27355 29675
26014 18986 2681
2041 24458 20518
10097 8371 6286
1114 4001 11029
24121 13924 6377
12104 29923 1086
5169 6055 19512
15764 24225 13725
8637 7614 18196
12420 12583 24742
23255 957 5184
3725 2972 19685
7962 14858 20247
7948 14414 15961
5638 958 496
16897 20595 15751
11380 16768 26122
14963 2661 786
3613 19107 20556
28743 1159 44
10331 9230 17204
2712 24008 7541
18572 10457 13393
27909 21001 12324
7561 1083 21576
25407 5713 2257
17270 20456 5137
19206 22542 21284
28911 2876 14046
21660 26319 2340
27639 22878 22241
7831 8433 7932
28926 26295 15228
27443 15440 16810
12019 25432 27973
13338 27005 25890
23780 16825 14707
19066 13582 18398
24495 15499 21095
17972 25722 2781
16189 7591 17593
25222 6779 10361
21560 4259 18785
2727 23303 5948
29949 29570 29759
22631 14762 6141
25118 4600 623
3675 22933 26390
9570 14981 9026
1396 19983 18689
21929 20104 25935
1084 16903 29800
27813 9588 22854
13924 1339 25427
7003 15588 2179
96 464 3218
17080 27230 10323
28622 14906 25795
9414 2589 26266
5731 13728 8865
5319 1142 12539
21352 5800 24701
15166 2960 6438
27567 6491 13936
788 22712 17328
2019 29741 18252
29824 29660 11755
28198 24223 26365
3601 24102 16226
13532 8367 21468
11677 6488 29119
14166 25141 6154
13372 9033 5210
20112 27892 24645
23802 13014 14847
15440 442 28183
10943 28060 13297
15729 24182 27608
23762 2812 29783
7040 15908 23759
26001 8486 27145
13512 60 17285
25851 8563 22891
22765 4239 26397
11040 10928 21404
18087 19406 6378
8166 20122 10682
1787 2129 24335
26849 3037 11255
27375 22472 19107
29066 23893 11101
5823 29178 2476
23036 27767 21204
1542 24212 15642
21653 28862 10195
5079 16492 581
3862 5961 29646
4260 9970 12257
18819 3710 20702
14987 21491 20740
21211 684 20551
20304 11711 24271
18791 12466 18377
10818 20049 5251
8482 3682 15505
13009 17357 20378
5962 5151 10147
8743 3918 19339
6189 6936 11887
10858 6772 23733
15313 25130 10408
6534 26046 4745
23601 6045 6368
20816 22769 14100
28258 24029 655
18118 15121 9949
26588 21692 20399
13851 16558 19805
22207 11730 851
19208 8126 19946
23607 15328 28420
18640 13289 6660
8349 14978 22372
17586 13633 2899
775 12293 13579
6015 11652 4775
19149 22530 16942
26332 27961 29718
14524 27236 29634
225 7335 20526
20381 22122 20822
21663 6298 130
20114 13287 15428
12319 1878 5637
21148 17577 4252
9835 250 8842
19924 2479 9946
14123 7647 26606
22585 29112 21486
24751 6322 6108
24159 24943 24798
20319 966 5795
27192 11209 5146
27817 1619 24371
13943 12375 19268
18658 15806 12818
2277 29333 24471
16898 15338 3761
2169 12242 20897
18895 9354 24107
22148 1482 6428
15853 24349 28738
1597 4156 12828
6511 20209 21019
7471 5568 1350
8811 15614 19026
19926 15884 6186
12946 18892 11681
18761 25783 17923
25207 1302 9359
23149 16317 9421
28402 28218 23796
2386 15110 27318
7006 19944 6770
17098 12031 22535
1440 4366 26477
9148 23494 14950
18622 1210 15861
1261 27606 21313
23837 17690 46
21665 15008 28069
19172 5494 4246
23481 14249 497
11349 23539 13232
10605 15740 5086
19133 22223 17230
8850 19708 5705
27319 3010 6374
25808 8842 9475
13176 16870 12517
20259 1399 27943
23912 29949 2915
27893 7138 26755
640 9851 11639
765 23846 13711
20723 19663 26884
24536 22709 15100
5651 15078 26809
2603 2461 16041
28272 15181 19125
8175 17708 16007
5076 6075 28722
6941 23397 1422
18759 12869 20928
3184 26936 10020
11908 23306 21211
23573 10901 23619
19970 15802 13192
6433 22887 15879
5846 26031 11883
9239 21974 13649
27421 24169 5761
5413 24533 9173
24485 3502 21628
27724 27255 20277
23529 18535 20308
25124 25114 3168
25766 4254 21446
15608 1350 9860
5088 5250 13204
19614 1297 5644
14247 24321 23426
15242 9615 24368
408 24568 16110
16929 16530 6973
25341 2304 12796
1613 1124 6237
13427 15738 385
20494 2512 17887
12396 28563 13050
21523 24813 15537
9497 28858 1442
24161 1980 14216
79 7780 3039
1013 16354 8680
4716 6726 16084
26702 3483 12198
19384 18838 21289
22235 22677 3729
16456 20954 20077
15116 7354 19612
13970 193 10921
4871 13365 23516
2242 1232 9120
28608 11345 23561
8305 19247 22359
6070 28899 10572
10325 4907 20205
955 15803 27130
852 2935 13137
22837 4883 27290
21047 18059 28349
2400 5405 5514
24334 5812 14442
6394 2728 17730
14420 26704 8930
21585 29804 18238
7883 25287 14326
6181 7772 11913
11742 22334 15862
29146 19537 10966
23859 18425 24225
17956 1558 14601
12222 14343 2836
3955 1515 13347
3967 797 18617
6651 24598 23499
3767 5869 6814
10300 3222 23980
24293 5814 19522
5057 20836 4032
10456 2667 28636
8332 1825 19341
23184 6028 11997
4427 27426 14585
18874 5420 28867
7829 19895 19851
17217 27612 8736
26751 8465 4649
21802 6097 14661
829 15935 19648
11811 21583 7593
17767 18735 23497
25162 996 9899
28209 22569 27256
28991 11555 8060
20944 2543 6307
24473 27206 20426
29048 222 8132
9289 11173 8803
7344 1762 1730
29453 668 16672
6369 27280 25475
27750 5959 19524
27620 5202 22768
2658 20612 11060
8262 11956 29013
8874 9830 11297
4428 1392 23976
16347 26995 4981
22327 3021 28006
12979 20559 3706
26541 10462 28827
17651 20130 17197
7637 3791 29704
29901 14304 19257
16940 10083 8444
4221 23634 4530
8701 28825 4643
25445 21141 20729
7607 6031 9230
4020 2353 28368
24111 20894 6580
28296 16547 20542
15197 23619 2583
4989 15686 5393
26678 1317 29268
5566 24466 3843
28225 14770 4861
12137 9796 2623
29356 23001 26007
10310 25092 22661
1367 20959 7775
6098 24084 10329
2604 6454 23798
8183 15686 7266
6503 22336 2511
17002 22077 22524
9822 14688 18204
5333 16717 12223
29594 26530 10325
29151 11728 2695
20064 12750 10803
6662 11533 4256
6344 28644 25496
6367 22821 10574
8299 10281 23961
22619 3993 6627
23065 3733 9348
6010 21098 177
13250 24495 11213
27392 13756 5137
10048 10758 18559
9344 8958 26642
26655 13070 18660
5317 14471 26386
25032 19329 29726
13647 9304 3664
20566 28435 5882
26721 11795 23765
21259 3585 10485
257 19018 4521
11987 29902 22993
380 2935 4172
13259 28694 23538
28975 27103 13013
14968 26927 28815
8088 28115 21568
15115 16380 777
788 18626 20588
22882 16651 14140
4225 8915 13259
25841 14456 17183
6515 6228 28814
19905 1036 22848
28470 19464 7576
10191 20803 24582
13718 11772 4179
21735 21236 2490
589 6629 14201
12715 20009 7816
19923 22960 8172
12716 19979 27770
3912 6971 14649
6293 29813 12097
25472 11695 22682
20739 10419 6628
3847 3218 24372
3027 16270 21801
27951 21547 3106
20837 3550 15282
17261 3415 2659
14776 2152 3245
14731 8743 12593
20124 17037 17084
11091 431 23982
3129 11763 8877
19652 22875 7510
20380 16820 6824
22766 3773 5483
524 25692 18816
26214 1976 28285
22465 27642 11757
9291 14157 5829
4187 10537 15830
15560 15529 9944
15381 16768 8625
29401 29242 19535
1113 3081 29596
4670 11742 13173
3930 28196 20287
17746 25347 11517
15039 4740 12836
17083 10625 28920
27097 20928 24654
1735 4076 28887
12426 23087 16239
3870 3657 28553
1652 13605 27804
6453 8963 28186
15071 8250 27073
3236 4297 13253
24120 1299 17148
13712 8744 17300
8417 19113 22057
27653 10703 26076
22749 15029 15814
22924 28431 12884
13544 22669 26740
2527 23227 20043
2621 22541 3504
14756 27727 10674
14320 20565 5785
19297 24183 24203
16238 8138 16166
28220 27633 29402
23977 28970 13684
25591 7211 21033
19936 26042 24819
2772 524 536
29022 13465 22587
9331 25718 25672
17817 9319 9280
9670 17521 22367
18557 22384 7061
14388 26601 504
3706 23012 16603
13037 4714 24464
19602 7867 12644
5066 1827 15508
20186 25184 20155
18189 20317 15296
7237 28959 24926
14955 23024 24666
7951 21160 20338
14698 2584 23010
13743 10033 10510
12666 9762 10035
11594 3338 19389
18395 22864 12792
11914 6683 6906
220 20934 20284
28275 5996 26335
23499 17929 14943
3538 9890 1496
21757 8720 4362
25016 10615 19212
4030 2122 3477
2833 9744 6523
16055 22359 6727
2850 18810 21000
5016 214 16443
13769 24586 8706
22394 28244 4183
16508 20121 3956
25859 1986 27202
13531 6754 14711
88 20427 3696
12269 21203 25118
17431 7893 463
20666 26509 7901
22366 27663 18719
25073 26373 21807
222 18243 21274
1912 7234 8752
2515 6369 15642
15440 1099 983
2393 28261 20372
27487 1247 5586
3377 23968 1961
18391 2662 3086
7707 16302 22218
28695 10438 23405
21456 13302 27002
812 18141 6009
6616 5586 19755
4724 2458 9484
18170 28604 18431
18078 16188 9009
24295 20789 1019
8146 8034 8818
13255 14777 4490
28419 10171 18003
4051 11499 24971
414 12770 14154
18416 25075 14306
27402 11487 2818
20642 9244 29140
7728 4750 4014
18783 11949 17645
18278 10544 1958
12997 28317 5971
5940 7144 17558
19573 27965 21270
25948 29379 26782
12625 8207 28710
23730 23916 16848
7690 3322 19001
8282 5717 6687
11186 1788 6935
6851 17061 21354
12838 14753 5702
14995 12852 14906
7263 26854 19403
13310 25931 247
14174 17851 6459
17706 17182 23295
21201 8074 9541
15159 13770 14937
29367 7105 20510
14407 23820 23103
4195 22433 1307
5231 28304 11761
7849 19340 4841
5258 7487 29068
22419 18667 16263
7571 14870 28271
6308 4798 20180
28241 1744 2954
29722 28959 21682
17306 13738 10026
11503 25933 16042
24741 16632 18362
19037 25454 17061
16500 1748 8862
4906 25086 7593
29741 9056 8205
22975 15960 6124
9165 15713 28027
8829 19213 11815
3731 25548 29463
12310 17986 23769
29917 22754 638
3143 29554 26259
9220 20877 5196
9108 25774 23359
17645 21796 26338
1569 9711 3561
22892 1050 19474
14657 222 8945
8529 8067 21532
27650 10282 16951
28583 26218 15740
22380 27856 17911
23719 18841 6849
1462 21831 13337
19827 14943 3899
3173 23320 17090
4107 21008 15505
24686 27642 14396
17173 29221 1901
21026 29228 16063
23983 16254 3358
28818 3703 5541
2407 13572 21654
27231 27362 29993
22689 11276 27101
24372 17149 4552
28491 12227 10901
5842 6107 18518
753 20943 7897
15934 9819 7182
3450 20799 26367
5758 25954 15413
11613 12927 29374
23102 29878 5420
27522 1036 555
15209 15272 17951
17756 114 10534
4139 3277 24951
27787 10496 19974
18551 3262 18244
11089 20756 29951
8204 23847 1040
13535 850 10077
17096 8799 24232
5130 5332 24384
12342 12458 13181
26705 5696 11805
2750 21766 7700
12975 16081 4830
27504 1401 21925
9461 11756 23722
7312 1762 12143
27496 15541 21291
24750 3385 20049
19325 5317 5091
8664 15554 2061
597 14351 10357
17254 20802 26426
14873 15540 16918
23148 3283 17665
12923 9745 10923
174 24406 13097
22239 20251 14864
16154 7332 10881
13637 3190 21461
25699 1370 15256
28465 3677 16976
22326 5810 12564
15443 845 14518
243 3908 16444
2240 645 22817
7744 3561 18813
